Issue Key,Issue summary,Work date,Hours,Username,Period,Account Key,Account Name,Account Lead,Account Category,Account Customer,Activity Name,Component,All Components,Version Name,Issue Type,Issue Status,Project Key,Epic,Epic Link,Work Description,Parent Key,Reporter,External Hours,Billed Hours,Issue Original Estimate,Issue Remaining Estimate,,,
JUSTVDB-797,Verbindung Bewegung zu Kostengutsprache (automatische Kostengutsprache),2021-2-12,2.5,simon,,,,,,,0.9.3.0,NONE,NONE,0.9.3.0,New Feature,In Progress,JUSTVDB,JustThis VDB,,,specification,,Project,0,2.5,,0,,
JUSTVDB-1225,"New Field ""Sachbearbeiter"" on mask ""Vollzug""",2021-2-12,0.5,simon,,,,,,,client-app,client-app,client-app,,New Feature,Closed,JUSTVDB,JustThis VDB,,,"error, reopening, briefing",,Project,0,0.5,,0,,
JUSTVDB-1544,Duplicated parameters are storing in database,2021-2-12,1,josem,,,,,,,module-xplain-database-query,module-xplain-database-query,module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Development,JUSTVDB-1516,domingo,0,1,,0,,
JUSTVDB-1522,New dynamic parameter - Advanced Code,2021-2-11,1.75,domingo,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev and test,JUSTVDB-1516,stefan,0,1.75,,0,,
JUSTVDB-1544,Duplicated parameters are storing in database,2021-2-11,1.5,domingo,,,,,,,module-xplain-database-query,module-xplain-database-query,module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Analyzing task ,JUSTVDB-1516,domingo,0,1.5,,0,,
JUSTVDB-1369,Print label,2021-2-11,2,domingo,,,,,,,0.9.2.2,client-app,client-app,0.9.2.2,Sub-task,Resolved,JUSTVDB,JustThis VDB,,,research,JUSTVDB-1362,Project,0,2,,0,,
JUSTVDB-1544,Duplicated parameters are storing in database,2021-2-11,3,josem,,,,,,,module-xplain-database-query,module-xplain-database-query,module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Development,JUSTVDB-1516,domingo,0,3,,0,,
JUSTVDB-797,Verbindung Bewegung zu Kostengutsprache (automatische Kostengutsprache),2021-2-11,1.5,simon,,,,,,,0.9.3.0,NONE,NONE,0.9.3.0,New Feature,In Progress,JUSTVDB,JustThis VDB,,,"meeting, concept",,Project,0,1.5,,0,,
JUSTVDB-1536,Zone 1: Changes on M1 text,2021-2-11,3.25,josel,,,,,,,client-app,client-app,.NET;client-app,,New Feature,Closed,JUSTVDB,JustThis VDB,,,Developing,,tom,0,3.25,1,1,,
JUSTVDB-1489,Retrograd: Check behaviour in M2,2021-2-11,0.5,simon,,,,,,,0.9.3.0,,,0.9.3.0,Task,Ready for Test,JUSTVDB,JustThis VDB,,,analyse,,Project,0,0.5,,0,,200805 JustThis VDB Retrogrades Scanning
JUSTVDB-1489,Retrograd: Check behaviour in M2,2021-2-11,1,isabel,,,,,,,0.9.3.0,,,0.9.3.0,Task,Ready for Test,JUSTVDB,JustThis VDB,,,Working on issue JUSTVDB-1489,,Project,0,1,,0,,200805 JustThis VDB Retrogrades Scanning
JUSTVDB-1537,Zone 1: Changes on M2 text,2021-2-11,2,josel,,,,,,,client-app,client-app,.NET;client-app,,New Feature,Closed,JUSTVDB,JustThis VDB,,,Developing,,tom,0,2,0,0,,
JUSTVDB-1411,Label by Webservice Barcode,2021-2-8,5.75,alvaro,,,,,,,0.9.2.2,library-xplain-util-track-trace,library-xplain-util-track-trace;module-xplain-util-track-trace,0.9.2.2,New Feature,Resolved,JUSTVDB,JustThis VDB,,,dev,,Project,0,5.75,,0,,
JUSTVDB-1411,Label by Webservice Barcode,2021-2-9,7.75,alvaro,,,,,,,0.9.2.2,library-xplain-util-track-trace,library-xplain-util-track-trace;module-xplain-util-track-trace,0.9.2.2,New Feature,Resolved,JUSTVDB,JustThis VDB,,,dev,,Project,0,7.75,,0,,
JUSTVDB-1000,additional rules for linking sanctions to exections ,2021-2-11,5,marcus,,,,,,,JustThis VDB,,,,Improvement,Closed,JUSTVDB,JustThis VDB,,,Part 2 with special punishment rules for probation and free edit,,Project,0,5,,3,,
JUSTVDB-1530,"Juris Transit > Set Status ""Geplant"" for new entries",2021-2-10,1.75,roberto,,,,,,,module-xplain-xchange-client-vdb,module-xplain-xchange-client-vdb,library-xplain-xchange-client-worx;module-xplain-xchange-client-vdb,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,.,JUSTVDB-1466,stefan,0,1.75,,0,,
JUSTVDB-1369,Print label,2021-2-10,2,domingo,,,,,,,0.9.2.2,client-app,client-app,0.9.2.2,Sub-task,Resolved,JUSTVDB,JustThis VDB,,,research,JUSTVDB-1362,Project,0,2,,0,,
JUSTVDB-1523,New dynamic parameter - Advanced Multicode,2021-2-10,4,domingo,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,research,JUSTVDB-1516,stefan,0,4,,0,,
JUSTVDB-1489,Retrograd: Check behaviour in M2,2021-2-10,4,isabel,,,,,,,0.9.3.0,,,0.9.3.0,Task,Ready for Test,JUSTVDB,JustThis VDB,,,,,Project,0,4,,0,,200805 JustThis VDB Retrogrades Scanning
JUSTVDB-1531,The deposits created from ELBA goes to deposit account,2021-2-9,6.75,pilar,,,,,,,client-app-accounting,client-app-accounting,client-app-accounting,,New Feature,Closed,JUSTVDB,JustThis VDB,,,Implementation,,pilar,0,6.75,,0,,
JUSTVDB-1528,Calculate deposit amounts against different focused account,2021-2-8,6.75,pilar,,,,,,,client-app-accounting,client-app-accounting,client-app-accounting,,Bug,Closed,JUSTVDB,JustThis VDB,,,Implementation,,pilar,0,6.75,0,0,,
JUSTVDB-1000,additional rules for linking sanctions to exections ,2021-2-9,5,marcus,,,,,,,JustThis VDB,,,,Improvement,Closed,JUSTVDB,JustThis VDB,,,dev Part 1 of XML list,,Project,0,5,,3,,
JUSTVDB-1369,Print label,2021-2-9,4.5,domingo,,,,,,,0.9.2.2,client-app,client-app,0.9.2.2,Sub-task,Resolved,JUSTVDB,JustThis VDB,,,dev test,JUSTVDB-1362,Project,0,4.5,,0,,
JUSTVDB-1518,New dynamic parameter - Multicode,2021-2-9,1.25,domingo,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev and test,JUSTVDB-1516,stefan,0,1.25,,0,,
JUSTVDB-1489,Retrograd: Check behaviour in M2,2021-2-9,3.5,isabel,,,,,,,0.9.3.0,,,0.9.3.0,Task,Ready for Test,JUSTVDB,JustThis VDB,,,,,Project,0,3.5,,0,,200805 JustThis VDB Retrogrades Scanning
JUSTVDB-1429,Error on Person Search Suche -> Pro Person 1 Treffer,2021-2-9,0.5,josel,,,,,,,0.9.3.0,,,0.9.3.0,Bug,Waiting,JUSTVDB,JustThis VDB,,,Check cases on DEV ans TEST,,lorenzo,0,0.5,0,0,,
JUSTVDB-1369,Print label,2021-2-8,0.75,domingo,,,,,,,0.9.2.2,client-app,client-app,0.9.2.2,Sub-task,Resolved,JUSTVDB,JustThis VDB,,,dev,JUSTVDB-1362,Project,0,0.75,,0,,
JUSTVDB-1430,Juris Transit Improvement: Handling preselected m1,2021-2-8,1.25,simon,,,,,,,JustThis VDB,,,,Improvement,Closed,JUSTVDB,JustThis VDB,,,impl,,stefan,0,1.25,0,0,,
JUSTVDB-1517,Create statistics immediately (check all 15 seconds),2021-2-8,3,josem,,,,,,,module-xplain-database-query,module-xplain-database-query,module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Development,JUSTVDB-1516,stefan,0,3,,0,,
JUSTVDB-1504,Validation by Einzelstatistiks used in Statistkläufen without default values in dynamic parameters,2021-2-8,3.75,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Dev and test,JUSTVDB-1516,stefan,0,3.75,,0,,
JUSTVDB-1532,Client - Statistiklauf - SQL Template is not shown,2021-2-8,3.25,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Changes to get QueryConfigurationVM from Repository because we don't have all info in Grid items,JUSTVDB-1516,domingo,0,3.25,,0,,
JUSTVDB-1525,Execute query immediately,2021-2-8,3.75,josel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Developing,JUSTVDB-1516,stefan,0,3.75,,1,,
JUSTVDB-1504,Validation by Einzelstatistiks used in Statistkläufen without default values in dynamic parameters,2021-2-8,0.5,josem,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Development,JUSTVDB-1516,stefan,0,0.5,,0,,
JUSTVDB-1526,Bills of main persons,2021-2-4,0.5,marcial,,,,,,,0.9.2.2 Datamigration,migration,migration,0.9.2.2 Datamigration,Sub-task,Resolved,JUSTVDB,JustThis VDB,,,Supporting Alberto.,JUSTVDB-904,Project,0,0.5,,0,,
JUSTVDB-1517,Create statistics immediately (check all 15 seconds),2021-2-5,1.5,josem,,,,,,,module-xplain-database-query,module-xplain-database-query,module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Development,JUSTVDB-1516,stefan,0,1.5,,0,,
JUSTVDB-1456,File import/convert wizard,2021-2-5,0.5,simon,,,,,,,JustThis VDB,,,,New Feature,Closed,JUSTVDB,JustThis VDB,,,meeting,,simon,0,0.5,0,0,,
JUSTVDB-1430,Juris Transit Improvement: Handling preselected m1,2021-2-5,1,simon,,,,,,,JustThis VDB,,,,Improvement,Closed,JUSTVDB,JustThis VDB,,,impl,,stefan,0,1,0,0,,
JUSTVDB-1504,Validation by Einzelstatistiks used in Statistkläufen without default values in dynamic parameters,2021-2-5,2.5,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,integration,JUSTVDB-1516,stefan,0,2.5,,0,,
JUSTVDB-1489,Retrograd: Check behaviour in M2,2021-2-5,3.5,isabel,,,,,,,0.9.3.0,,,0.9.3.0,Task,Ready for Test,JUSTVDB,JustThis VDB,,,,,Project,0,3.5,,0,,200805 JustThis VDB Retrogrades Scanning
JUSTVDB-1525,Execute query immediately,2021-2-5,5.75,josel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Developing,JUSTVDB-1516,stefan,0,5.75,,1,,
JUSTVDB-1517,Create statistics immediately (check all 15 seconds),2021-2-4,7.75,angela,,,,,,,module-xplain-database-query,module-xplain-database-query,module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,"Development, test & deployment",JUSTVDB-1516,stefan,0,7.75,,0,,
JUSTVDB-1517,Create statistics immediately (check all 15 seconds),2021-2-5,7.75,angela,,,,,,,module-xplain-database-query,module-xplain-database-query,module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,"Development, test & deployment",JUSTVDB-1516,stefan,0,7.75,,0,,
JUSTVDB-896,"Shipping flag (""Versandadresse"") logic on Address import",2021-2-5,4,simon,,,,,,,JustThis VDB,,,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,impl.,JUSTVDB-847,simon,0,4,,0,,
JUSTVDB-1521,New dynamic parameter - Advanced Integer,2021-2-5,5.25,domingo,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,refactoring and testing,JUSTVDB-1516,stefan,0,5.25,,0,,
JUSTVDB-1516,Next Improvements to the statistics module,2021-2-5,0.333333333,raul,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,New Feature,Closed,JUSTVDB,JustThis VDB,,,Call,,stefan,0,0.333333333,,0.166666672,,
JUSTVDB-1485,"Client - Ausgabe - Sometimes the Button ""Show the results"" is not activated",2021-2-5,2,josel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Developing and testing.,JUSTVDB-1516,domingo,0,2,,0,,
JUSTVDB-1504,Validation by Einzelstatistiks used in Statistkläufen without default values in dynamic parameters,2021-2-4,4.75,josem,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Development,JUSTVDB-1516,stefan,0,4.75,,0,,
JUSTVDB-1430,Juris Transit Improvement: Handling preselected m1,2021-2-4,4.5,simon,,,,,,,JustThis VDB,,,,Improvement,Closed,JUSTVDB,JustThis VDB,,,impl,,stefan,0,4.5,0,0,,
JUSTVDB-1522,New dynamic parameter - Advanced Code,2021-2-4,7.75,domingo,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev and test,JUSTVDB-1516,stefan,0,7.75,,0,,
JUSTVDB-1485,"Client - Ausgabe - Sometimes the Button ""Show the results"" is not activated",2021-2-4,3,josel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Developing,JUSTVDB-1516,domingo,0,3,,0,,
JUSTVDB-1525,Execute query immediately,2021-2-4,4.75,josel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Developing,JUSTVDB-1516,stefan,0,4.75,,1,,
JUSTVDB-1523,New dynamic parameter - Advanced Multicode,2021-2-3,2.75,josem,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Development,JUSTVDB-1516,stefan,0,2.75,,0,,
JUSTVDB-1019,"Accounting: improvements, bug fixing, testing",2021-2-4,1.75,juanb,,,,,,,client-app-accounting,client-app-accounting,client-app-accounting,,Task,Closed,JUSTVDB,JustThis VDB,,,Testing problem on vdb-test-x related to accounting (ELBA) and meeting (with Pilar and José Luis).,,juanb,0,1.75,0,0,,
JUSTVDB-797,Verbindung Bewegung zu Kostengutsprache (automatische Kostengutsprache),2021-2-4,1.5,simon,,,,,,,0.9.3.0,NONE,NONE,0.9.3.0,New Feature,In Progress,JUSTVDB,JustThis VDB,,,"meeting, research",,Project,0,1.5,,0,,
JUSTVDB-1523,New dynamic parameter - Advanced Multicode,2021-2-3,7.75,domingo,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev and test,JUSTVDB-1516,stefan,0,7.75,,0,,
JUSTVDB-1019,"Accounting: improvements, bug fixing, testing",2021-2-3,2.25,juanb,,,,,,,client-app-accounting,client-app-accounting,client-app-accounting,,Task,Closed,JUSTVDB,JustThis VDB,,,Testing problem on vdb-test-x related to accounting (ELBA) and several skype calls.,,juanb,0,2.25,0,0,,
JUSTVDB-1517,Create statistics immediately (check all 15 seconds),2021-2-3,0.75,angela,,,,,,,module-xplain-database-query,module-xplain-database-query,module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Development,JUSTVDB-1516,stefan,0,0.75,,0,,
JUSTVDB-1430,Juris Transit Improvement: Handling preselected m1,2021-2-3,0.5,simon,,,,,,,JustThis VDB,,,,Improvement,Closed,JUSTVDB,JustThis VDB,,,concept,,stefan,0,0.5,0,0,,
JUSTVDB-1522,New dynamic parameter - Advanced Code,2021-2-3,2,josem,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Development,JUSTVDB-1516,stefan,0,2,,0,,
JUSTVDB-1521,New dynamic parameter - Advanced Integer,2021-2-3,2,josem,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Development,JUSTVDB-1516,stefan,0,2,,0,,
JUSTVDB-1519,Changes in dateinterval parameter type,2021-2-2,4.25,angela,,,,,,,module-xplain-database-query,module-xplain-database-query,module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,"Development, test & deployment",JUSTVDB-1516,angela,0,4.25,,0.25,,
JUSTVDB-1520,New dynamic parameter - Advanced String,2021-2-3,0.5,josem,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Development,JUSTVDB-1516,stefan,0,0.5,,0,,
JUSTVDB-1518,New dynamic parameter - Multicode,2021-2-3,0.5,josem,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Development,JUSTVDB-1516,stefan,0,0.5,,0,,
JUSTVDB-797,Verbindung Bewegung zu Kostengutsprache (automatische Kostengutsprache),2021-2-2,5,simon,,,,,,,0.9.3.0,NONE,NONE,0.9.3.0,New Feature,In Progress,JUSTVDB,JustThis VDB,,,"meeting, concept",,Project,0,5,,0,,
JUSTVDB-1369,Print label,2021-2-2,1,domingo,,,,,,,0.9.2.2,client-app,client-app,0.9.2.2,Sub-task,Resolved,JUSTVDB,JustThis VDB,,,reasearch about extract images from pdf file,JUSTVDB-1362,Project,0,1,,0,,
JUSTVDB-1369,Print label,2021-2-1,4.25,domingo,,,,,,,0.9.2.2,client-app,client-app,0.9.2.2,Sub-task,Resolved,JUSTVDB,JustThis VDB,,,research about extract images from pdf,JUSTVDB-1362,Project,0,4.25,,0,,
JUSTVDB-1520,New dynamic parameter - Advanced String,2021-2-2,6.75,domingo,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,preparing advanced dynamic parameter stuff (in general),JUSTVDB-1516,stefan,0,6.75,,0,,
JUSTVDB-1520,New dynamic parameter - Advanced String,2021-2-2,2.75,josem,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Development,JUSTVDB-1516,stefan,0,2.75,,0,,
JUSTVDB-1518,New dynamic parameter - Multicode,2021-2-2,3,josem,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Development,JUSTVDB-1516,stefan,0,3,,0,,
JUSTVDB-1517,Create statistics immediately (check all 15 seconds),2021-2-2,1,angela,,,,,,,module-xplain-database-query,module-xplain-database-query,module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Development,JUSTVDB-1516,stefan,0,1,,0,,
JUSTVDB-1516,Next Improvements to the statistics module,2021-2-2,1,angela,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,New Feature,Closed,JUSTVDB,JustThis VDB,,,Meeting,,stefan,0,1,,0.166666672,,
JUSTVDB-1394,Activate Checkout for Activity for Wizard,2021-2-2,0.25,simon,,,,,,,database-structure-product,database-structure-product,client-app;database-structure-product,,New Feature,Closed,JUSTVDB,JustThis VDB,,,meeting,,marcel,0,0.25,,0,,
JUSTVDB-1477,Adjustment client/server communication,2021-2-2,0.25,simon,,,,,,,0.9.2.5,,,0.9.2.5,Sub-task,Resolved,JUSTVDB,JustThis VDB,,,meeting,JUSTVDB-1917,Project,0,0.25,,0,,
JUSTVDB-1520,New dynamic parameter - Advanced String,2021-2-2,0.5,raul,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Call,JUSTVDB-1516,stefan,0,0.5,,0,,
JUSTVDB-1369,Print label,2021-2-2,2.5,simon,,,,,,,0.9.2.2,client-app,client-app,0.9.2.2,Sub-task,Resolved,JUSTVDB,JustThis VDB,,,extracting tests,JUSTVDB-1362,Project,0,2.5,,0,,
JUSTVDB-1518,New dynamic parameter - Multicode,2021-2-1,3,domingo,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,preparing stuff,JUSTVDB-1516,stefan,0,3,,0,,
JUSTVDB-1437,ELBA: Document added incorrectly,2021-2-1,2,pilar,,,,,,,module-xplain-accounting-core,module-xplain-accounting-core,module-xplain-accounting-core,,Bug,Closed,JUSTVDB,JustThis VDB,,,Bug fixing,,christian.fricker,0,2,0,0,,
JUSTVDB-1001,Korrekturen Vollzugsberechnung,2021-2-2,2,marcus,,,,,,,0.9.3.0,,,0.9.3.0,New Feature,Waiting,JUSTVDB,JustThis VDB,,,Korrekturen GA,,Project,0,2,,0,,
JUSTVDB-1456,File import/convert wizard,2021-2-1,7.5,simon,,,,,,,JustThis VDB,,,,New Feature,Closed,JUSTVDB,JustThis VDB,,,impl,,simon,0,7.5,0,0,,
JUSTVDB-1473,Client - Statistiklauf page - Not all the numbers are showed from beginning,2021-2-1,0.5,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,research,JUSTVDB-1516,domingo,0,0.5,,0,,
JUSTVDB-1094,Bills of not main persons,2021-1-26,1,marcial,,,,,,,migration,migration,migration,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Management.,JUSTVDB-904,Project,0,1,,0,,
JUSTVDB-1094,Bills of not main persons,2021-1-28,1,marcial,,,,,,,migration,migration,migration,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Analysis.,JUSTVDB-904,Project,0,1,,0,,
JUSTVDB-1001,Korrekturen Vollzugsberechnung,2021-1-31,5,marcus,,,,,,,0.9.3.0,,,0.9.3.0,New Feature,Waiting,JUSTVDB,JustThis VDB,,,corrections with respect to customer examples (9-11) for conditional discharge with dissmissal options and lifetime,,Project,0,5,,0,,
JUSTVDB-1481,Server : Analysis searches performance,2021-1-28,1.75,angela,,,,,,,module-xplain-search-vdb,module-xplain-search-vdb,module-xplain-database-query;module-xplain-search-vdb,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Install profiler in dev-ag-mika,JUSTVDB-1472,angela,0,1.75,,0,,
JUSTVDB-1456,File import/convert wizard,2021-1-29,5.5,simon,,,,,,,JustThis VDB,,,,New Feature,Closed,JUSTVDB,JustThis VDB,,,impl.,,simon,0,5.5,0,0,,
JUSTVDB-1507,"Wizard ""Dokumente verteilen"" ListB empty",2021-1-29,0.25,simon,,,,,,,JustThis VDB,,,,Bug,Closed,JUSTVDB,JustThis VDB,,,meeting,,Project,0,0.25,,0,,200805 JustThis VDB Retrogrades Scanning
JUSTVDB-1301,Create a separated Windows Client for PDF Convert (Container),2021-1-29,6,sebastian,,,,,,,client-app,client-app,client-app,,New Feature,Closed,JUSTVDB,JustThis VDB,,,impl,,marcel,0,6,,2,,
JUSTVDB-1506,Client - Einzelstatistik - Date interval dynamic doesn't show radio button,2021-1-29,2.25,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,analyzing refactor,JUSTVDB-1472,domingo,0,2.25,,0.75,,
JUSTVDB-1472,Improvements to the statistics module,2021-1-29,2,domingo,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,New Feature,Closed,JUSTVDB,JustThis VDB,,,testing,,domingo,0,2,,0,,
JUSTVDB-1472,Improvements to the statistics module,2021-1-29,1,domingo,,,,,,,client-app,client-app,client-admin;client-app;module-xplain-database-query,,New Feature,Closed,JUSTVDB,JustThis VDB,,,"resolving doubts, calls, ...",,domingo,0,1,,0,,
JUSTVDB-1515,Adapt text of CodeElement in 2070,2021-1-29,1,stella,,,,,,,JustThis VDB,,,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Updated element value of a codeelement,JUSTVDB-1456,simon,0,1,0,0,,
JUSTVDB-1514,Server - Ausgabe - Query definition duplicated saving output twice,2021-1-29,3,josem,,,,,,,module-xplain-database-query,module-xplain-database-query,module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Bugfixing.,JUSTVDB-1472,domingo,0,3,,0,,
JUSTVDB-1481,Server : Analysis searches performance,2021-1-29,0.5,angela,,,,,,,module-xplain-search-vdb,module-xplain-search-vdb,module-xplain-database-query;module-xplain-search-vdb,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Check profiler results,JUSTVDB-1472,angela,0,0.5,,0,,
JUSTVDB-1510,Parameter can not be used in the Ausgabe (if the user has not used the button Validieren),2021-1-29,2.75,josel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Fixing problem with old configurations.,JUSTVDB-1472,stefan,0,2.75,,0,,
JUSTVDB-1481,Server : Analysis searches performance,2021-1-28,5,josem,,,,,,,module-xplain-search-vdb,module-xplain-search-vdb,module-xplain-database-query;module-xplain-search-vdb,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Analysis,JUSTVDB-1472,angela,0,5,,0,,
JUSTVDB-1513,Name of Statistiklauf should not change,2021-1-29,2,josel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Developing,JUSTVDB-1472,stefan,0,2,,0,,
JUSTVDB-1001,Korrekturen Vollzugsberechnung,2021-1-29,3,marcus,,,,,,,0.9.3.0,,,0.9.3.0,New Feature,Waiting,JUSTVDB,JustThis VDB,,,"Customer Reply
Berechnungsbeispiele bedingte Entlassung und 2_3 Strafe
Part 1",,Project,0,3,,0,,
JUSTVDB-1506,Client - Einzelstatistik - Date interval dynamic doesn't show radio button,2021-1-28,8.25,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev and test,JUSTVDB-1472,domingo,0,8.25,,0.75,,
JUSTVDB-1479,Client - Rights - SQL Query Template field is not read only in Statistiklauf mask,2021-1-28,1.5,domingo,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev and test,JUSTVDB-1472,domingo,0,1.5,,0,,
JUSTVDB-1456,File import/convert wizard,2021-1-28,5,simon,,,,,,,JustThis VDB,,,,New Feature,Closed,JUSTVDB,JustThis VDB,,,impl,,simon,0,5,0,0,,
JUSTVDB-1500,In Tab Statistikläufe no items are showed,2021-1-28,3,josel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Developing,JUSTVDB-1472,stefan,0,3,,1,,
JUSTVDB-1509,Popup Einzelstatistik - Space between Beschreibung and SQL Query Template,2021-1-28,1,josel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Developing,JUSTVDB-1472,stefan,0,1,,0,,
JUSTVDB-1510,Parameter can not be used in the Ausgabe (if the user has not used the button Validieren),2021-1-28,1.5,josel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Developing,JUSTVDB-1472,stefan,0,1.5,,0,,
JUSTVDB-1503,Show the name of the Statistiklauf in the Modul Header (Like it is done by the Dossier/Geschäft),2021-1-28,3.5,emmanuel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,dev. testing.,JUSTVDB-1472,stefan,0,3.5,,0,,
JUSTVDB-1301,Create a separated Windows Client for PDF Convert (Container),2021-1-28,4,sebastian,,,,,,,client-app,client-app,client-app,,New Feature,Closed,JUSTVDB,JustThis VDB,,,trying to get the server running,,marcel,0,4,,2,,
JUSTVDB-1505,Filename of the Fileexport,2021-1-28,1.75,josel,,,,,,,client-app,client-app,client-admin;client-app,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Developing,JUSTVDB-1472,stefan,0,1.75,,0,,
JUSTVDB-1380,Server - New services to execute Statistiklauf,2021-1-27,3.5,angela,,,,,,,module-xplain-database-query,module-xplain-database-query,module-xplain-database-query,,Sub-task,Closed,JUSTVDB,JustThis VDB,,,Replace error control by empty dates,JUSTVDB-1371,angela,0,3.5,,0,,
